Iteration 	Open List Size 	Batch Time             	Prepare Time          	Compute Time          	Check Time            	Total Time
        1 	             1 	1.4543533325195312e-05 	0.0006577968597412109 	0.0029854774475097656 	0.0001728534698486328 	0.0038306713104248047
        2 	            12 	6.270408630371094e-05  	0.006512880325317383  	0.008498430252075195  	0.0007536411285400391 	0.015827655792236328
        4 	          1068 	0.01098775863647461    	0.5886592864990234    	0.17676091194152832   	0.05528545379638672   	0.8316934108734131
        6 	         36920 	0.06346869468688965    	1.6688730716705322    	0.3532249927520752    	0.282928466796875     	2.368495225906372
        8 	         93355 	0.07506108283996582    	1.6437509059906006    	0.33255577087402344   	0.2939894199371338    	2.3453571796417236
       10 	        149951 	0.07393789291381836    	1.6431255340576172    	0.35981154441833496   	0.3134441375732422    	2.3903191089630127
       12 	        206186 	0.09162473678588867    	1.652564287185669     	0.3479773998260498    	0.19261956214904785   	2.2847859859466553
       14 	        262281 	0.08398222923278809    	1.7684094905853271    	0.38457274436950684   	0.20315885543823242   	2.4401233196258545
       16 	        318469 	0.08505535125732422    	1.6894094944000244    	0.33210158348083496   	0.1952831745147705    	2.301849603652954
       18 	        374667 	0.09103560447692871    	1.6891100406646729    	0.43180394172668457   	0.19951701164245605   	2.411466598510742
       20 	        430699 	0.10103607177734375    	1.729729175567627     	0.3332352638244629    	0.19923162460327148   	2.363232135772705
       22 	        486887 	0.08878374099731445    	2.0097827911376953    	0.351548433303833     	0.20556330680847168   	2.6556782722473145
       24 	        543016 	0.09002208709716797    	1.658433437347412     	0.3463871479034424    	0.22341394424438477   	2.3182566165924072
       26 	        598979 	0.08973050117492676    	1.6630170345306396    	0.33231329917907715   	0.1962888240814209    	2.2813496589660645
       28 	        655006 	0.09130644798278809    	1.6684367656707764    	0.32857275009155273   	0.6771993637084961    	2.7655153274536133
       30 	        711004 	0.09205460548400879    	1.678187370300293     	0.3336818218231201    	0.20012259483337402   	2.304046392440796
       32 	        767120 	0.09268641471862793    	1.6579351425170898    	0.3325307369232178    	0.19735097885131836   	2.280503273010254
       34 	        823135 	0.0906982421875        	1.6746482849121094    	0.3481414318084717    	0.19676733016967773   	2.310255289077759
       36 	        879124 	0.09564042091369629    	1.6633961200714111    	0.3402431011199951    	0.19683480262756348   	2.296114444732666
       38 	        935295 	0.09408926963806152    	2.3405728340148926    	0.33390307426452637   	0.2084958553314209    	2.9770610332489014
       40 	        991319 	0.09325885772705078    	1.6671440601348877    	0.3332197666168213    	0.19899463653564453   	2.2926173210144043
       42 	       1047308 	0.09372830390930176    	1.6509134769439697    	0.35041213035583496   	0.19898056983947754   	2.294034481048584
       44 	       1103417 	0.09229469299316406    	1.6651053428649902    	0.3487377166748047    	0.19862747192382812   	2.304765224456787
       46 	       1159383 	0.09582829475402832    	1.8120007514953613    	0.4192647933959961    	0.20562529563903809   	2.532719135284424
       48 	       1215440 	0.09512853622436523    	1.689972162246704     	0.3664722442626953    	0.2034749984741211    	2.3550479412078857
       50 	       1271594 	0.09981989860534668    	1.6943016052246094    	0.42040038108825684   	1.1418194770812988    	3.3563413619995117
       52 	       1327638 	0.1006019115447998     	1.6611344814300537    	0.3500030040740967    	0.1996016502380371    	2.3113410472869873
       54 	       1383684 	0.09488344192504883    	1.6533443927764893    	0.359677791595459     	0.19826817512512207   	2.306173801422119
       56 	       1439635 	0.10381960868835449    	1.6861624717712402    	0.3618605136871338    	0.22175097465515137   	2.37359356880188
       58 	       1495624 	0.0975644588470459     	1.6814050674438477    	0.3454618453979492    	1.3409852981567383    	3.465416669845581
       60 	       1551600 	0.09600567817687988    	1.6592497825622559    	0.34392714500427246   	0.20180487632751465   	2.300987482070923
       62 	       1607654 	0.09742522239685059    	1.690631628036499     	0.357022762298584     	0.20169377326965332   	2.346773386001587
       64 	       1663569 	0.09876847267150879    	1.6715137958526611    	0.34674525260925293   	0.20252323150634766   	2.3195507526397705
       66 	       1719572 	0.09837746620178223    	1.6722192764282227    	0.3562045097351074    	0.20132112503051758   	2.32812237739563
       68 	       1775485 	0.09799981117248535    	1.6804049015045166    	0.3349905014038086    	0.20202898979187012   	2.3154242038726807
       70 	       1831529 	0.09859490394592285    	1.7130811214447021    	0.423480749130249     	0.20534300804138184   	2.440499782562256
       72 	       1887536 	0.10100364685058594    	1.6683061122894287    	0.3361082077026367    	0.20173382759094238   	2.3071517944335938
       74 	       1943508 	0.09908914566040039    	1.667468786239624     	0.3513200283050537    	0.1995697021484375    	2.3174476623535156
       76 	       1999506 	0.10095000267028809    	1.679269790649414     	0.3563113212585449    	0.20444917678833008   	2.340980291366577
       78 	       2055485 	0.10066890716552734    	3.359379291534424     	0.3349740505218506    	0.1998903751373291    	3.994912624359131
       80 	       2111470 	0.10191869735717773    	1.671790599822998     	0.43301939964294434   	0.21356487274169922   	2.4202935695648193
       82 	       2167394 	0.10184025764465332    	1.6666595935821533    	0.3399839401245117    	0.20217442512512207   	2.3106582164764404
       84 	       2223412 	0.10227036476135254    	1.6812617778778076    	0.334200382232666     	0.2029426097869873    	2.3206751346588135
